Primary Partition,Secondary Partition,Timestamp,VIN or ID,Latitude,Longitude,Altitude,Custom 1,Custom 2
USA,Florida,2025-01-08T16:50:06.111Z,ab1c63,29.45392,-81.14739,1000,,
USA,Florida,2025-01-08T16:50:06.151Z,a1ded5,29.18764,-82.21728,1000,,
USA,Florida,2025-01-08T16:50:06.141Z,acc020,27.97317,-82.29178,2100,,
USA,Florida,2025-01-08T16:50:06.211Z,a65681,28.38786,-82.14103,3500,,
USA,Florida,2025-01-08T16:50:06.111Z,a7fed0,28.10047,-81.37125,5900,NKS3643,A320
USA,Florida,2025-01-08T16:50:06.001Z,a80c5a,27.94206,-80.82211,2900,,
USA,Florida,2025-01-08T16:50:06.231Z,a27072,28.69603,-81.53211,9600,N2562M,PA27
USA,Florida,2025-01-08T16:50:06.141Z,ab156e,28.98939,-80.921,700,,
USA,Florida,2025-01-08T16:50:06.251Z,a7bc8e,28.63264,-80.84417,12700,EJA598,C68A
USA,Florida,2025-01-08T16:50:06.261Z,ae4cf4,29.07283,-82.12453,2900,,
USA,Florida,2025-01-08T16:50:05.353Z,ad96e2,28.60151,-81.98918,3700,,
USA,Florida,2025-01-08T16:50:05.353Z,000000,28.47685,-82.5841,14900,,
USA,Florida,2025-01-08T16:50:04.073Z,000000,27.5463,-82.597,23000,,
USA,Florida,2025-01-08T16:50:05.553Z,000000,28.88348,-82.88191,15900,,
USA,Florida,2025-01-08T16:50:05.983Z,a23b25,28.83307,-81.58057,900,,
USA,Florida,2025-01-08T16:50:06.123Z,ad1514,29.00124,-81.00104,5400,,
USA,Florida,2025-01-08T16:50:05.233Z,a28dda,29.54626,-82.20611,5400,,
USA,Florida,2025-01-08T16:50:06.063Z,ad4f1c,29.48982,-81.39729,900,,
USA,Florida,2025-01-08T16:50:05.423Z,a06b1a,28.85861,-81.43401,3500,,
USA,Florida,2025-01-08T16:50:04.373Z,000000,29.88379,-82.0859,0,,
USA,Florida,2025-01-08T16:50:05.543Z,a74eb6,28.91331,-81.49474,1700,,
USA,Florida,2025-01-08T16:50:04.393Z,000000,29.78063,-82.14036,5500,,
USA,Florida,2025-01-08T16:50:04.473Z,000000,29.68965,-82.22248,4400,,
USA,Florida,2025-01-08T16:50:06.243Z,a06de6,28.27683,-81.54284,3400,,
USA,Florida,2025-01-08T16:50:06.233Z,a27072,28.69606,-81.53217,9600,,
USA,Florida,2025-01-08T16:50:05.731Z,000000,26.96944,-80.63156,3100,,
USA,Florida,2025-01-08T16:50:05.791Z,000000,26.47203,-80.56061,21500,,
USA,Florida,2025-01-08T16:50:05.861Z,000000,26.11692,-80.60561,7100,,
USA,Florida,2025-01-08T16:50:05.731Z,000000,29.09714,-82.35114,0,,
USA,Florida,2025-01-08T16:50:05.761Z,000000,26.86408,-80.62047,2600,,
USA,Florida,2025-01-08T16:50:05.791Z,000000,26.82433,-80.64747,2700,,
USA,Florida,2025-01-08T16:50:05.851Z,000000,26.28744,-80.62208,5600,,
USA,Florida,2025-01-08T16:50:05.891Z,000000,25.78089,-80.64575,10100,,
USA,Florida,2025-01-08T16:50:05.831Z,000000,26.77825,-80.67692,1700,,
USA,Florida,2025-01-08T16:50:05.851Z,000000,26.65353,-80.68358,5700,,
USA,Florida,2025-01-08T16:50:05.951Z,000000,26.30164,-80.79664,4600,,
USA,Florida,2025-01-08T16:50:04.521Z,000000,30.12917,-80.07439,0,,
USA,Florida,2025-01-08T16:50:06.271Z,ac4e08,28.75189,-81.70853,3900,N892PA,DA40
USA,Florida,2025-01-08T16:50:06.201Z,a50adf,28.45922,-80.98325,1500,,
USA,Florida,2025-01-08T16:50:06.291Z,a3ef15,28.01692,-81.99294,1200,,
USA,Florida,2025-01-08T16:50:06.341Z,add3bc,27.66878,-80.34767,22900,,
USA,Florida,2025-01-08T16:50:06.361Z,ab9345,29.42136,-81.21981,9200,JRE845,C56X
USA,Florida,2025-01-08T16:50:06.871Z,a15d6c,29.06806,-82.19044,1800,,
USA,Florida,2025-01-08T16:50:05.981Z,000000,26.23786,-80.84933,5600,,
USA,Florida,2025-01-08T16:50:06.021Z,000000,26.51906,-80.90144,6100,,
USA,Florida,2025-01-08T16:50:06.011Z,000000,26.51525,-80.89428,21500,,
USA,Florida,2025-01-08T16:50:05.341Z,000000,28.20531,-80.65544,600,,
USA,Florida,2025-01-08T16:50:05.331Z,a8116a,28.50492,-80.79622,2500,,
USA,Florida,2025-01-08T16:50:05.911Z,a03f1b,28.51678,-80.77156,8500,N115DK,GLST
USA,Florida,2025-01-08T16:50:05.111Z,acde67,28.32369,-80.69139,1000,,
USA,Florida,2025-01-08T16:50:05.991Z,ac7ad1,27.25192,-80.83539,400,,
USA,Florida,2025-01-08T16:50:06.041Z,000000,26.00917,-80.98792,5800,,
USA,Florida,2025-01-08T16:50:06.101Z,000000,26.47622,-81.03131,8500,,
USA,Florida,2025-01-08T16:50:06.051Z,000000,27.25597,-80.85567,800,,
USA,Florida,2025-01-08T16:50:06.001Z,a474cd,29.17767,-82.24203,1000,,
USA,Florida,2025-01-08T16:50:06.431Z,a3ad2d,28.638,-82.12708,6900,,
USA,Florida,2025-01-08T16:50:06.401Z,aa837d,28.818,-81.58383,2500,,
USA,Florida,2025-01-08T16:50:06.451Z,aaa233,29.46272,-81.08264,2400,,
USA,Florida,2025-01-08T16:50:06.491Z,a7260e,27.80733,-82.069,1000,,
USA,Florida,2025-01-08T16:50:06.501Z,31dfc7,29.21347,-81.44353,2800,,
USA,Florida,2025-01-08T16:50:06.531Z,a23000,28.911,-81.66469,1000,,
USA,Florida,2025-01-08T16:50:06.541Z,accd77,28.95225,-81.39925,3000,,
USA,Florida,2025-01-08T16:50:06.461Z,a12143,29.13425,-81.08386,1700,,
USA,Florida,2025-01-08T16:50:06.203Z,a9ed0e,28.46112,-80.80029,1000,,
USA,Florida,2025-01-08T16:50:06.303Z,a992c9,28.91843,-80.93205,1900,,
USA,Florida,2025-01-08T16:50:06.313Z,a9c1ce,29.65584,-81.02358,17900,,
USA,Florida,2025-01-08T16:50:06.003Z,a20b35,28.29755,-81.44497,800,,
USA,Florida,2025-01-08T16:50:06.203Z,a6ca4b,28.80234,-82.06636,6500,,
USA,Florida,2025-01-08T16:50:05.813Z,a9ecad,28.93478,-81.27176,1600,,
USA,Florida,2025-01-08T16:50:06.183Z,a264a4,29.25179,-82.0249,21700,,
USA,Florida,2025-01-08T16:50:04.503Z,000000,29.71739,-82.22081,1400,,
USA,Florida,2025-01-08T16:50:06.433Z,a3ad2d,28.63803,-82.12707,7000,,
USA,Florida,2025-01-08T16:50:06.003Z,a1abb9,30.09635,-81.5501,4500,,
USA,Florida,2025-01-08T16:50:06.433Z,a7081a,29.01278,-81.83208,15000,,
USA,Florida,2025-01-08T16:50:04.263Z,000000,29.09793,-82.35391,0,,
USA,Florida,2025-01-08T16:50:06.943Z,000000,30.20529,-81.87607,300,,
USA,Florida,2025-01-08T16:50:06.943Z,000000,28.0404,-81.70444,600,,
USA,Florida,2025-01-08T16:50:06.943Z,a15d6c,29.06804,-82.19051,1800,,
USA,Florida,2025-01-08T16:50:05.843Z,a8fa72,28.81611,-81.34987,1500,,
USA,Florida,2025-01-08T16:50:05.923Z,a07f4d,29.04182,-81.28232,1100,,
USA,Florida,2025-01-08T16:50:04.683Z,acde67,28.32382,-80.69177,1000,,
USA,Florida,2025-01-08T16:50:06.533Z,a23000,28.91106,-81.66469,1000,,
USA,Florida,2025-01-08T16:50:06.543Z,accd77,28.95227,-81.39927,3000,,
USA,Florida,2025-01-08T16:50:06.603Z,a097f4,28.92761,-82.12224,17500,,
USA,Florida,2025-01-08T16:50:06.543Z,a71e53,29.45976,-81.22541,1000,,
USA,Florida,2025-01-08T16:50:06.061Z,000000,26.678,-80.94514,2100,,
USA,Florida,2025-01-08T16:50:06.091Z,000000,25.94661,-81.10947,15600,,
USA,Florida,2025-01-08T16:50:06.221Z,000000,26.05958,-81.37047,15100,,
USA,Florida,2025-01-08T16:50:06.131Z,000000,29.81686,-82.16144,26000,SWA3181,B738
USA,Florida,2025-01-08T16:50:06.541Z,aca4cb,27.57433,-80.49311,4000,,
USA,Florida,2025-01-08T16:50:06.571Z,a5448b,27.70217,-81.78308,4400,,
USA,Florida,2025-01-08T16:50:06.571Z,a3f41e,27.27639,-80.68264,3000,,
USA,Florida,2025-01-08T16:50:06.601Z,a097f4,28.92756,-82.12219,17500,,
USA,Florida,2025-01-08T16:50:06.611Z,a7f4e3,28.70781,-82.48853,3600,,
USA,Florida,2025-01-08T16:50:06.641Z,a35b1b,27.22153,-80.93175,1800,,
USA,Florida,2025-01-08T16:50:06.651Z,a58a17,28.83878,-81.88231,0,,
USA,Florida,2025-01-08T16:50:06.571Z,a48475,28.44369,-81.69311,1100,,
USA,Florida,2025-01-08T16:50:06.621Z,a6874f,28.16356,-80.84411,6100,N52HL,PAY2
USA,Florida,2025-01-08T16:50:06.601Z,a55c97,28.06814,-80.66767,3500,SFY433,P28A
USA,Florida,2025-01-08T16:50:06.121Z,000000,29.78025,-82.14161,5500,,
USA,Florida,2025-01-08T16:50:06.021Z,000000,29.06061,-81.26622,400,,
USA,Florida,2025-01-08T16:50:06.311Z,a8f262,29.40317,-81.32058,4000,,
USA,Florida,2025-01-08T16:50:06.711Z,acc147,27.70825,-81.97031,5500,,
USA,Florida,2025-01-08T16:50:06.781Z,a0129b,28.05933,-82.13464,2300,,
USA,Florida,2025-01-08T16:50:06.801Z,a790ca,28.51681,-82.13561,5900,,
USA,Florida,2025-01-08T16:50:06.731Z,a12119,29.45983,-81.17094,500,,
USA,Florida,2025-01-08T16:50:06.801Z,a3a4ae,27.55042,-80.63136,5900,,
USA,Florida,2025-01-08T16:50:06.181Z,000000,28.34822,-80.87725,3000,N8376A,PA44
USA,Florida,2025-01-08T16:50:06.831Z,ad2ad5,27.92531,-81.81581,1400,,
USA,Florida,2025-01-08T16:50:06.781Z,a46310,28.27411,-81.22508,2500,DAL2019,A321
USA,Florida,2025-01-08T16:50:06.731Z,acb88c,29.03972,-80.95289,300,,
USA,Florida,2025-01-08T16:50:06.801Z,a55c89,27.59775,-80.55625,3900,,
USA,Florida,2025-01-08T16:50:06.301Z,000000,26.78289,-81.20672,5600,,
USA,Florida,2025-01-08T16:50:06.321Z,000000,27.05142,-81.08858,0,,
USA,Florida,2025-01-08T16:50:06.461Z,000000,30.1075,-81.53156,5500,,
USA,Florida,2025-01-08T16:50:06.371Z,000000,26.87042,-81.24844,15000,,
USA,Florida,2025-01-08T16:50:06.421Z,000000,27.05617,-81.17492,2500,,
USA,Florida,2025-01-08T16:50:06.501Z,000000,26.58717,-81.67758,5300,,
USA,Florida,2025-01-08T16:50:06.391Z,a225d1,29.03033,-80.97358,1400,,
USA,Florida,2025-01-08T16:50:06.401Z,abc3eb,29.19722,-81.06936,5500,SFY436,P28A
USA,Florida,2025-01-08T16:50:06.501Z,000000,30.12264,-81.43356,5900,,
USA,Florida,2025-01-08T16:50:05.953Z,000000,29.06056,-81.26629,400,,
USA,Florida,2025-01-08T16:50:06.723Z,a6f44f,28.78818,-81.80492,3700,,
USA,Florida,2025-01-08T16:50:06.813Z,a80931,28.94021,-80.88992,1500,,
USA,Florida,2025-01-08T16:49:56.143Z,000000,28.33772,-80.6737,300,,
USA,Florida,2025-01-08T16:50:06.733Z,a12119,29.45982,-81.17089,500,,
USA,Florida,2025-01-08T16:50:07.243Z,000000,27.8961,-82.14657,3100,,
USA,Florida,2025-01-08T16:50:06.403Z,aa837d,28.81798,-81.58385,2500,,
USA,Florida,2025-01-08T16:50:04.983Z,000000,29.90005,-82.30317,4900,,
USA,Florida,2025-01-08T16:50:06.193Z,000000,28.348,-80.87723,3000,,
USA,Florida,2025-01-08T16:50:06.293Z,000000,28.15013,-80.26153,22800,,
USA,Florida,2025-01-08T16:50:06.863Z,ac3ca5,29.596,-82.18696,2000,,
USA,Florida,2025-01-08T16:50:06.953Z,a21fca,28.68644,-82.13905,18300,,
USA,Florida,2025-01-08T16:50:06.833Z,a945b9,28.9239,-81.65169,500,,
USA,Florida,2025-01-08T16:50:06.803Z,abc3eb,29.19707,-81.06926,5500,SFY436,P28A
USA,Florida,2025-01-08T16:50:06.891Z,ad001e,29.4685,-81.25183,1000,,
USA,Florida,2025-01-08T16:50:06.881Z,a32f02,27.2715,-81.23275,5500,,
USA,Florida,2025-01-08T16:50:06.931Z,aab974,27.64947,-81.76431,19000,,
USA,Florida,2025-01-08T16:50:06.951Z,a21fca,28.68642,-82.139,18300,,
USA,Florida,2025-01-08T16:50:06.861Z,a3e8e1,27.97081,-81.74139,3200,,
USA,Florida,2025-01-08T16:50:07.001Z,a8fc2e,28.24103,-81.38889,2800,UAL1344,B739
USA,Florida,2025-01-08T16:50:07.011Z,a7fcd2,28.12567,-82.04053,5100,,
USA,Florida,2025-01-08T16:50:07.001Z,a087d3,27.92275,-82.117,3800,,
USA,Florida,2025-01-08T16:50:06.701Z,ab110a,28.4775,-80.79583,800,,
USA,Florida,2025-01-08T16:50:07.011Z,a700c3,27.68025,-80.645,1800,,
USA,Florida,2025-01-08T16:50:07.051Z,a14d12,29.68233,-81.66003,4400,,
USA,Florida,2025-01-08T16:50:06.411Z,a8a748,29.41064,-81.18828,24200,FFT3273,A21N
USA,Florida,2025-01-08T16:50:06.481Z,a9e22e,29.64369,-81.23239,13800,,
USA,Florida,2025-01-08T16:50:06.551Z,000000,30.28094,-81.37867,25000,,
USA,Florida,2025-01-08T16:50:06.511Z,000000,26.44733,-81.85094,7400,,
USA,Florida,2025-01-08T16:50:06.501Z,000000,26.45617,-81.80022,15800,,
USA,Florida,2025-01-08T16:50:06.241Z,000000,28.3535,-79.682,13100,,
USA,Florida,2025-01-08T16:50:06.581Z,000000,26.96969,-81.46186,10000,,
USA,Florida,2025-01-08T16:50:06.661Z,000000,30.44017,-81.14783,10000,,
USA,Florida,2025-01-08T16:50:06.661Z,000000,26.92483,-81.65072,5800,,
USA,Florida,2025-01-08T16:50:06.681Z,000000,26.81264,-81.87325,3500,,
USA,Florida,2025-01-08T16:50:06.701Z,000000,26.65553,-82.17192,8700,,
USA,Florida,2025-01-08T16:50:06.751Z,000000,26.93942,-81.87919,0,,
USA,Florida,2025-01-08T16:50:06.521Z,a7333f,29.07378,-80.94156,800,,
USA,Florida,2025-01-08T16:50:07.041Z,ac2d25,29.27233,-81.34417,3500,,
USA,Florida,2025-01-08T16:50:07.101Z,a6e70c,29.00017,-82.02678,2400,,
USA,Florida,2025-01-08T16:50:07.111Z,a0ecce,27.56939,-80.58883,2600,,
USA,Florida,2025-01-08T16:50:07.071Z,a368b2,28.96572,-81.12947,1200,,
USA,Florida,2025-01-08T16:50:07.131Z,aba8ef,29.14614,-81.13594,3700,ERY850,H25B
USA,Florida,2025-01-08T16:50:07.121Z,a502c7,28.97881,-81.05131,1900,,
USA,Florida,2025-01-08T16:50:07.151Z,0c6060,27.95222,-81.10975,7500,BWA482,B38M
USA,Florida,2025-01-08T16:50:07.161Z,a31fa0,27.25083,-80.54511,4600,,
USA,Florida,2025-01-08T16:50:07.171Z,a3c825,27.5365,-81.39875,2500,,
USA,Florida,2025-01-08T16:50:07.622Z,000000,31.06381,-80.24119,0,,
USA,Florida,2025-01-08T16:50:06.681Z,000000,26.92242,-81.71767,3000,,
USA,Florida,2025-01-08T16:50:07.241Z,a5e352,27.99231,-81.6405,4600,N479JA,P28A
USA,Florida,2025-01-08T16:50:07.261Z,a85fb8,29.07153,-81.30969,18700,,
USA,Florida,2025-01-08T16:50:06.343Z,000000,28.16722,-80.52559,2700,,
USA,Florida,2025-01-08T16:50:06.343Z,ab4519,28.67146,-82.11575,13000,,
USA,Florida,2025-01-08T16:50:06.243Z,a24d41,28.65498,-82.03147,2500,,
USA,Florida,2025-01-08T16:50:06.353Z,abff3b,29.8655,-81.3216,3300,,
USA,Florida,2025-01-08T16:50:06.423Z,a016e9,29.37751,-81.1262,6100,N1047M,P28A
USA,Florida,2025-01-08T16:50:06.403Z,000000,28.14447,-80.65079,17700,,
USA,Florida,2025-01-08T16:50:06.403Z,000000,28.13519,-80.61527,3500,,
USA,Florida,2025-01-08T16:50:06.423Z,000000,28.16377,-80.73245,2600,,
USA,Florida,2025-01-08T16:50:06.473Z,000000,28.07021,-80.62327,4000,,
USA,Florida,2025-01-08T16:50:06.493Z,000000,28.06823,-80.66817,3500,,
USA,Florida,2025-01-08T16:50:06.483Z,000000,28.16352,-80.84434,6100,,
USA,Florida,2025-01-08T16:50:06.483Z,a7333f,29.07373,-80.94154,800,,
USA,Florida,2025-01-08T16:50:06.953Z,a75707,28.58996,-80.96584,2500,,
USA,Florida,2025-01-08T16:50:06.983Z,a9fbf3,28.48572,-80.96806,3000,,
USA,Florida,2025-01-08T16:50:06.503Z,000000,30.28103,-81.37844,25000,,
USA,Florida,2025-01-08T16:50:07.023Z,a98bff,28.29615,-81.42483,1100,,
USA,Florida,2025-01-08T16:50:07.103Z,a9db01,28.53509,-81.3595,600,,
USA,Florida,2025-01-08T16:50:06.533Z,000000,27.93188,-80.50928,5100,,
USA,Florida,2025-01-08T16:50:06.503Z,000000,28.05769,-80.67647,5000,,
USA,Florida,2025-01-08T16:50:06.623Z,000000,30.44022,-81.14802,10000,,
USA,Florida,2025-01-08T16:50:05.263Z,000000,29.55959,-82.88492,5900,,
USA,Florida,2025-01-08T16:50:06.573Z,000000,27.81948,-80.41381,10500,,
USA,Florida,2025-01-08T16:50:06.553Z,000000,28.11995,-80.86023,2500,,
USA,Florida,2025-01-08T16:50:06.563Z,000000,27.84913,-80.45046,4000,,
USA,Florida,2025-01-08T16:50:06.653Z,000000,27.74937,-80.50978,5100,,
USA,Florida,2025-01-08T16:50:06.623Z,000000,27.89635,-80.63323,8200,,
USA,Florida,2025-01-08T16:50:06.503Z,add65a,28.96567,-81.98824,4500,,
USA,Florida,2025-01-08T16:50:05.373Z,000000,29.18351,-83.53553,16900,,
USA,Florida,2025-01-08T16:50:07.093Z,a4b107,30.09371,-81.47888,1100,,
USA,Florida,2025-01-08T16:50:06.453Z,aaa233,29.46272,-81.08259,2500,C8178,BE35
USA,Florida,2025-01-08T16:50:06.533Z,a32734,29.79984,-81.16304,2500,,
USA,Florida,2025-01-08T16:50:07.143Z,c05bc8,29.46432,-81.33489,22800,,
USA,Florida,2025-01-08T16:50:06.543Z,a6e70c,29.00016,-82.02711,2400,,
USA,Florida,2025-01-08T16:50:05.483Z,000000,29.4575,-83.30575,12200,,
USA,Florida,2025-01-08T16:50:06.703Z,000000,27.94145,-80.82293,0,,
USA,Florida,2025-01-08T16:50:06.773Z,000000,27.95629,-80.91169,2600,,
USA,Florida,2025-01-08T16:50:06.773Z,000000,27.73238,-80.72212,3600,,
USA,Florida,2025-01-08T16:50:06.603Z,000000,29.13606,-81.47421,400,,
USA,Florida,2025-01-08T16:50:07.273Z,a30957,29.21709,-81.14714,3000,BPX295,
USA,Florida,2025-01-08T16:50:07.343Z,a69cb1,28.73151,-81.27798,2500,,
USA,Florida,2025-01-08T16:50:07.313Z,ab6c94,28.30542,-81.32063,1600,,
USA,Florida,2025-01-08T16:50:07.403Z,aa6f39,29.61929,-81.58226,3500,N7711,PA24
USA,Florida,2025-01-08T16:50:07.403Z,acee86,30.06673,-81.24459,20100,,
USA,Florida,2025-01-08T16:50:07.423Z,a39720,29.6896,-81.96783,3400,,
USA,Florida,2025-01-08T16:50:07.303Z,a8865e,29.08692,-81.10082,1900,N64875,
USA,Florida,2025-01-08T16:50:06.253Z,a7bc8e,28.63266,-80.84412,12700,EJA598,C68A
USA,Florida,2025-01-08T16:50:05.293Z,000000,28.80916,-81.07068,6500,N322HA,C402
USA,Florida,2025-01-08T16:50:06.381Z,a69cb1,28.73172,-81.27842,2400,LFA313,C172
USA,Florida,2025-01-08T16:50:06.741Z,000000,27.23933,-81.32889,3300,,
USA,Florida,2025-01-08T16:50:06.811Z,000000,26.93564,-82.07586,21000,,
USA,Florida,2025-01-08T16:50:07.091Z,a64aef,28.02992,-80.02697,6900,,
USA,Florida,2025-01-08T16:50:07.331Z,a633a0,27.84931,-80.45075,4000,,
USA,Florida,2025-01-08T16:50:06.741Z,ac9c57,29.11281,-82.13122,1900,,
USA,Florida,2025-01-08T16:50:07.401Z,aa6f39,29.61922,-81.58222,3500,,
USA,Florida,2025-01-08T16:50:07.001Z,a08604,27.33658,-80.27008,1400,,
USA,Florida,2025-01-08T16:50:07.451Z,a72bf9,27.41628,-80.80403,3800,,
USA,Florida,2025-01-08T16:50:07.461Z,a71a9c,28.05825,-80.67633,4900,LFA321,C172
USA,Florida,2025-01-08T16:50:06.681Z,000000,29.13608,-81.47419,400,,
USA,Florida,2025-01-08T16:50:07.431Z,a0d655,27.45236,-81.60256,15300,,
USA,Florida,2025-01-08T16:50:07.431Z,a55b2a,27.83556,-82.14639,2400,,
USA,Florida,2025-01-08T16:50:07.921Z,000000,30.03142,-79.96856,0,,
USA,Florida,2025-01-08T16:50:07.921Z,000000,29.69317,-81.72614,1400,,
USA,Florida,2025-01-08T16:50:07.921Z,000000,26.50222,-80.30669,4600,,
USA,Florida,2025-01-08T16:50:06.821Z,000000,27.09675,-81.77025,15900,,
USA,Florida,2025-01-08T16:50:06.981Z,000000,27.34997,-81.55892,16700,,
USA,Florida,2025-01-08T16:50:06.951Z,000000,27.21794,-81.93375,3400,,
USA,Florida,2025-01-08T16:50:07.061Z,a40721,27.44989,-81.34781,1300,,
USA,Florida,2025-01-08T16:50:07.071Z,000000,27.30314,-82.59092,20200,,
USA,Florida,2025-01-08T16:50:07.141Z,000000,27.42131,-82.97936,19500,,
USA,Florida,2025-01-08T16:50:07.181Z,000000,27.52383,-82.38797,18600,,
USA,Florida,2025-01-08T16:50:07.471Z,ab5689,29.40075,-81.25097,4900,,
USA,Florida,2025-01-08T16:50:07.501Z,a58fd5,27.97625,-82.25586,900,,
USA,Florida,2025-01-08T16:50:07.471Z,a6f6d4,28.88206,-81.48253,1500,LFA320,C172
USA,Florida,2025-01-08T16:50:07.541Z,a74eb6,28.91364,-81.49336,1600,,
USA,Florida,2025-01-08T16:50:07.551Z,a6140f,27.34244,-80.17689,12200,,
USA,Florida,2025-01-08T16:50:07.591Z,ac5ba1,27.75011,-80.50933,5000,WCP315,P28A
USA,Florida,2025-01-08T16:50:07.581Z,ad00b6,28.96286,-81.72536,4500,,
USA,Florida,2025-01-08T16:50:07.611Z,a0372f,28.45922,-82.15753,3900,,
USA,Florida,2025-01-08T16:50:06.663Z,ac9c57,29.11279,-82.13126,1900,,
USA,Florida,2025-01-08T16:50:06.853Z,000000,27.6891,-80.80525,2800,,
USA,Florida,2025-01-08T16:50:07.463Z,a63b9d,28.3685,-81.48034,6200,,
USA,Florida,2025-01-08T16:50:07.463Z,a57db5,28.78811,-81.27247,1400,,
USA,Florida,2025-01-08T16:50:07.473Z,a6f6d4,28.88207,-81.48257,1600,,
USA,Florida,2025-01-08T16:50:07.533Z,a48a8f,28.63537,-81.2594,7200,,
USA,Florida,2025-01-08T16:50:07.423Z,ad9d79,28.27291,-81.42522,400,,
USA,Florida,2025-01-08T16:50:07.473Z,ab5689,29.40075,-81.25095,4900,N83FL,M20T
USA,Florida,2025-01-08T16:50:06.943Z,000000,28.0404,-81.70444,600,,
USA,Florida,2025-01-08T16:50:06.993Z,000000,27.95185,-81.10982,7600,,
USA,Florida,2025-01-08T16:50:07.033Z,000000,28.12506,-81.20606,5800,,
USA,Florida,2025-01-08T16:50:07.033Z,000000,28.03889,-81.17824,2400,,
USA,Florida,2025-01-08T16:50:07.633Z,a963f7,28.58209,-81.53372,10700,,
USA,Florida,2025-01-08T16:50:07.613Z,a4f601,28.84866,-80.87402,2300,,
USA,Florida,2025-01-08T16:50:07.633Z,a99c76,28.81344,-80.88725,3900,,
USA,Florida,2025-01-08T16:50:07.171Z,000000,27.51606,-81.94242,2900,,
USA,Florida,2025-01-08T16:50:06.601Z,a3906e,27.534,-81.59325,3600,,
USA,Florida,2025-01-08T16:50:07.181Z,000000,27.528,-81.38856,2000,,
USA,Florida,2025-01-08T16:50:07.191Z,000000,27.54314,-82.59681,23000,,
USA,Florida,2025-01-08T16:50:06.931Z,000000,27.69139,-80.02031,0,,
USA,Florida,2025-01-08T16:50:07.081Z,000000,29.54669,-82.20481,5400,,
USA,Florida,2025-01-08T16:50:07.611Z,a5d7b0,29.0555,-82.22392,1900,,
USA,Florida,2025-01-08T16:50:07.641Z,a1a110,27.66092,-80.50436,3200,,
USA,Florida,2025-01-08T16:50:07.601Z,a0a303,28.48547,-81.13994,1500,,
USA,Florida,2025-01-08T16:50:07.641Z,a63387,27.16964,-80.44631,200,,
USA,Florida,2025-01-08T16:50:07.601Z,a6bf49,27.15172,-80.44244,3500,,
USA,Florida,2025-01-08T16:50:07.691Z,a08c77,28.22833,-82.17878,1000,,
USA,Florida,2025-01-08T16:50:07.641Z,a69e58,28.2615,-81.39467,1000,,
USA,Florida,2025-01-08T16:50:07.631Z,a963f7,28.58206,-81.53367,10600,FFT1565,A321
USA,Florida,2025-01-08T16:50:07.611Z,a4f601,28.84867,-80.87397,2300,,
USA,Florida,2025-01-08T16:50:07.641Z,a99c76,28.81344,-80.88717,3900,,
USA,Florida,2025-01-08T16:50:07.181Z,a264a4,29.25008,-82.02381,21600,SWA267,B737
USA,Florida,2025-01-08T16:50:07.571Z,a8a748,29.40847,-81.18806,24200,FFT3273,A21N
USA,Florida,2025-01-08T16:50:06.021Z,000000,29.54047,-82.10603,22800,SWA3859,B38M
USA,Florida,2025-01-08T16:50:06.131Z,000000,29.81686,-82.16144,26000,SWA3181,B738
USA,Florida,2025-01-08T16:50:07.101Z,000000,29.53839,-82.10572,22800,SWA3859,B38M
USA,Florida,2025-01-08T16:50:07.281Z,000000,27.77353,-82.961,16500,,
USA,Florida,2025-01-08T16:50:07.311Z,000000,27.08211,-80.12267,3100,,
USA,Florida,2025-01-08T16:50:07.291Z,000000,26.59897,-79.82417,12100,,
USA,Florida,2025-01-08T16:50:07.801Z,a1b2b5,28.98908,-82.11497,1400,,
USA,Florida,2025-01-08T16:50:07.801Z,a5ae8a,28.74958,-82.41019,4200,,
USA,Florida,2025-01-08T16:50:07.861Z,ac1043,27.78111,-82.28425,1500,,
USA,Florida,2025-01-08T16:50:07.881Z,a75707,28.58953,-80.96564,2500,,
USA,Florida,2025-01-08T16:50:07.851Z,a2fdea,28.84356,-81.51436,2500,,
USA,Florida,2025-01-08T16:50:07.901Z,a6c691,28.86872,-81.36669,1800,N53588,
USA,Florida,2025-01-08T16:50:07.891Z,abe90b,28.27697,-81.56103,1800,,
USA,Florida,2025-01-08T16:50:07.911Z,a8fa72,28.81664,-81.35058,1500,LFA535,P28A
USA,Florida,2025-01-08T16:50:06.731Z,acb88c,29.03972,-80.95289,300,,
USA,Florida,2025-01-08T16:50:07.331Z,000000,26.27889,-79.76783,12000,,
USA,Florida,2025-01-08T16:50:07.351Z,000000,26.73436,-80.03611,7100,,
USA,Florida,2025-01-08T16:50:07.271Z,000000,29.68986,-81.96744,3500,,
USA,Florida,2025-01-08T16:50:07.421Z,000000,26.31811,-80.03972,12200,,
USA,Florida,2025-01-08T16:50:07.401Z,000000,26.66294,-80.12581,15600,,
USA,Florida,2025-01-08T16:50:07.401Z,000000,26.86611,-80.19658,21000,,
USA,Florida,2025-01-08T16:50:07.971Z,a1495b,29.46442,-81.18883,200,,
USA,Florida,2025-01-08T16:50:07.981Z,a00df5,28.40289,-81.47303,2500,,
USA,Florida,2025-01-08T16:50:07.931Z,a1901c,28.82161,-80.91003,3200,,
USA,Florida,2025-01-08T16:50:07.971Z,ab14f5,29.23342,-81.24311,2900,,
USA,Florida,2025-01-08T16:50:08.061Z,a91057,29.25078,-81.24167,4200,,
